epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,1e-05,1.292030810802541,0.00167446383861907,0.0013243665572409914,1.2590328783660263,0.000653895592852704,0.0013242987816254553
1.0,1e-05,1.2489013296492557,0.00026618028360416525,0.0012781653680235079,1.2447512318918874,1.656880910616885e-05,0.0013075161425028094
2.0,1e-05,1.234465140484749,1.1438799039170058e-05,0.001284505968545936,1.2282286883591416,1.4937049796749183e-08,0.0013383854536762226
3.0,1e-05,1.223519159885163,5.727076004231939e-09,0.0013178687835475452,1.2196372410396001,1.6000011801337304e-08,0.0014287825397118112
4.0,1e-05,1.2132841026529353,4.1630009644944965e-06,0.0014223452822906487,1.209639089805382,1.0657846790277956e-05,0.00155658507937114
5.0,1e-05,1.2035709890913455,0.00575128245540255,0.001582379982023141,1.2018044909516294,0.05560842585370727,0.0017632446315393236
6.0,1e-05,1.1949602753558057,0.14523702871176072,0.0017017132966543444,1.1913410304905057,0.15088726658469714,0.0018008092153176732
7.0,1e-05,1.1867886812128918,0.23102189067267076,0.0018012981640698916,1.1835387964229602,0.21119480806688878,0.0019344086576467904
8.0,1e-05,1.178420750638272,0.28690372629695743,0.0019145012961588861,1.1774044144046414,0.2410539660831656,0.002014739190621714
9.0,1e-05,1.1706847926403614,0.32219297248054385,0.0020290833706941604,1.1679782229108173,0.2715071874518532,0.0021462793557452137
10.0,1e-05,1.1632202331055985,0.3321738787258467,0.0022128583930083904,1.1599865548022381,0.2345316030322377,0.002484570190831473
11.0,1e-05,1.1554745166859728,0.28929746363103276,0.002963797378322371,1.1531283482685908,0.2326595953132418,0.003129932342274302
12.0,1e-05,1.14775488173708,0.3105594342074695,0.0036283388171998937,1.1442485380839635,0.27172250694633837,0.003535945893563323
13.0,1e-05,1.1403368191516146,0.34671284385984386,0.003913035137782361,1.1366729576747259,0.2730657925104391,0.003922727828564321
14.0,1e-05,1.1334793631066666,0.37133188811207163,0.0041819719227001945,1.1299945554295023,0.29212955503579313,0.003871571643606945
15.0,1e-05,1.127044573489656,0.3817769382746003,0.004413600223835049,1.1241679067735548,0.30500772936490805,0.0041118499904373084
16.0,1e-05,1.120744126401049,0.4088654940192825,0.0047158240875248645,1.1177247979424216,0.26365173032548106,0.00484891603875199
17.0,1e-05,1.1146385821890323,0.43519078973530334,0.005015668483056685,1.1115658862012012,0.31058406005472594,0.004656267313151678
18.0,1e-05,1.1088051387604247,0.4285649525921459,0.0052646849898231015,1.1062977726047452,0.3091618321609978,0.004834419746657438
19.0,1e-05,1.1026095841793304,0.4423099372779502,0.005578767085965243,1.0998462255184467,0.3398557964585156,0.0050444508035269765
20.0,1e-05,1.096671733704019,0.4490109402494787,0.0058869755944315994,1.094326574009258,0.32409875481688694,0.005365048839451535
21.0,1e-05,1.0911342780640785,0.45012119731081607,0.006199484341038442,1.088851511537969,0.3615089543584414,0.00529203634799648
22.0,1e-05,1.0856958734228257,0.4763600870521063,0.006637320426478772,1.084140142122587,0.3436246116375184,0.0055011095385241494
23.0,1e-05,1.0805107753327552,0.48361363495245124,0.007039764570010465,1.0789956622547678,0.3620445058735253,0.006031167090689703
24.0,1e-05,1.0755747318267823,0.4852796246750637,0.00739935657234787,1.0743546231047851,0.28856190972649515,0.007162828090614962
25.0,1e-05,1.0708217669040598,0.48691339838372233,0.0077736662617742605,1.0698747338353098,0.3827980135858779,0.006550659656825781
26.0,1e-05,1.0660918524924745,0.4996633947284714,0.008298809048469781,1.06485423543951,0.34371748364413873,0.007615454424283273
27.0,1e-05,1.0616070065092533,0.4988563897877362,0.008740280138206198,1.0609339844811332,0.3874742824178692,0.0075989123929330535
28.0,1e-05,1.057199098455145,0.505010671463618,0.009282575084058145,1.0575090550280712,0.3557989237661841,0.007392419663190849
29.0,1e-05,1.053049422324972,0.496296014373923,0.009820181837013098,1.0525990272020842,0.35323836458184094,0.008662154775985144
30.0,1e-05,1.0489326071231924,0.50843159926693,0.010405453819006998,1.0483882591560052,0.32640165332986926,0.009064056544241625
31.0,1e-05,1.0448438243663056,0.511242367615306,0.011104054635038,1.0450326906932104,0.36352036179247926,0.009214864929298067
32.0,1e-05,1.0408851012270501,0.5228230379492894,0.011848367276031115,1.0413655545208957,0.3887061108349236,0.00977665368565599
33.0,1e-05,1.0371040676502472,0.5250334052548086,0.012594620338948133,1.037499183303231,0.3992459610315704,0.010297341985076359
34.0,1e-05,1.0333476814817875,0.5383819366604271,0.01342324887675349,1.0338528475442252,0.37894347379374793,0.011687251476318255
35.0,1e-05,1.029613034902735,0.5329759174007898,0.014262910544168696,1.0304048497240978,0.38138368671928113,0.011492199943127541
36.0,1e-05,1.025729470303718,0.5433148867324776,0.015313448088614436,1.027493717191698,0.37630131721503046,0.011814773336408468
37.0,1e-05,1.022164817820204,0.5396190481297033,0.01630940830968063,1.0238302281567386,0.3798801949679517,0.013122268229770613
38.0,1e-05,1.0187533146523415,0.5223804223390208,0.017352505267589836,1.0198881975063434,0.36496423148627916,0.014784247658137442
39.0,1e-05,1.0151495740768757,0.5426105334798106,0.018602659351133116,1.0177508542587708,0.36704023775930783,0.01548277476012663
40.0,1e-05,1.011669170222384,0.5446020299914025,0.01993349366669639,1.014832986937417,0.35769089093008327,0.01564771355022073
41.0,1e-05,1.0080762397735676,0.561840167001231,0.02140843197368884,1.0108210479581987,0.3855786151253772,0.017626461721788583
42.0,1e-05,1.0047609213818895,0.5440508797851411,0.0228052661055662,1.0078452371812605,0.3624092521329424,0.01887136274411884
